NIVEL,SECTOR,ENTIDAD,CODIGO_UNICO,CODIGO_SNIP,NOMBRE_INVERSION,NOMBRE_OPMI,NOMBRE_UF,NOMBRE_UEI,SEC_EJEC,NOMBRE_UEP,ESTADO,SITUACION,MONTO_VIABLE,COSTO_ACTUALIZADO,CTRL_CONCURR,MONTO_LAUDO,MONTO_FIANZA,ALTERNATIVA,FECHA_REGISTRO,FECHA_VIABILIDAD,FUNCION,PROGRAMA,SUBPROGRAMA,MARCO,TIPO_INVERSION,DES_MODALIDAD,REGISTRADO_PMI,PMI_ANIO_1,PMI_ANIO_2,PMI_ANIO_3,PMI_ANIO_4,EXPEDIENTE_TECNICO,INFORME_CIERRE,TIENE_F9,FEC_REG_F9,ETAPA_F9,PRIMER_DEVENGADO,ULTIMO_DEVENGADO,DEVEN_ACUMUL_ANIO_ANT,DEV_ANIO_ACTUAL,PIA_ANIO_ACTUAL,PIM_ANIO_ACTUAL,CERTIF_ANIO_ACTUAL,COMPROM_ANUAL_ANIO_ACTUAL,SALDO_EJECUTAR,TIENE_F8,ETAPA_F8,TIENE_F12B,TIENE_AVAN_FISICO,AVANCE_FISICO,AVANCE_EJECUCION,ULT_FEC_DECLA_ESTIM,DES_TIPOLOGIA,IND_IOARR_EMERG,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,LATITUD,LONGITUD,FEC_INI_EJECUCION,FEC_FIN_EJECUCION,FEC_INI_EJEC_FISICA,FEC_FIN_EJEC_FISICA,NUM_HABITANTES_BENEF,MONTO_ET_F8,ANIO_PROCESO
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE PLATERIA,2703542,2703542,"CONSTRUCCION DE CAPTACION DE AGUA , ESTACION DE BOMBEO DE AGUA Y LINEA DE IMPULSION EN EL(LA) SISTEMA DE AGUA POTABLE DE LA LOCALIDAD DE PLATERIA DISTRITO DE PLATERIA, PROVINCIA PUNO, DEPARTAMENTO PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE PLATERIA,UF DE LA MUNICIPALIDAD DISTRITAL DE PLATERIA,UEI DE LA MUNICIPALIDAD DISTRITAL DE PLATERIA,301604,MUNICIPALIDAD DISTRITAL DE PLATERIA,ACTIVO,APROBADO,241384.95,289973.58,0.0,0.0,0.0,,2025-08-15 00:00:00,2025-08-20 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,INVIERTE,INVERSIONES IOARR,ADMINISTRACIÓN DIRECTA,SI,120976.0,0.0,0.0,0.0,SI,NO,NO,,,202511,202604,168998.08,90627.9,0.0,120000,98627.9,98627.9,975.5,SI,Ejecución física (C),SI,SI,100.0,89.31,2026-04-10 20:28:39,SISTEMA DE SANEAMIENTO URBANO,NO,PUNO,PUNO,PLATERIA,210112,-15.95112254151457,-69.83037839292011,2025-11-24 00:00:00,2026-04-23 00:00:00,2025-11-24 00:00:00,2026-04-23 00:00:00,,47010.0,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE ASILLO,2678973,2678973,"CONSTRUCCION DE RED DE ALCANTARILLADO EN EL(LA) BARRIO INAMBARI Y BARRIO CENTRAL SANTA CRUZ DE KARKACOLLO DEL  DISTRITO DE ASILLO, PROVINCIA AZANGARO, DEPARTAMENTO PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE ASILLO,UF DE LA MUNICIPALIDAD DISTRITAL DE ASILLO,UEI DE LA MUNICIPALIDAD DISTRITAL DE ASILLO,301611,MUNICIPALIDAD DISTRITAL DE ASILLO,ACTIVO,APROBADO,110263.44,265139.99,0.0,0.0,0.0,,2025-02-11 00:00:00,2025-02-11 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,INVIERTE,INVERSIONES IOARR,ADMINISTRACIÓN DIRECTA,SI,110263.0,0.0,0.0,0.0,SI,NO,NO,,,,,0.0,0.0,0.0,265139,265139.0,134174.0,0.99,SI,Ejecución física (C),SI,NO,0.0,0.0,2026-02-26 13:52:35,SISTEMA DE SANEAMIENTO URBANO,NO,PUNO,AZANGARO,ASILLO,210204,-14.782758959631614,-70.34547927559353,2026-01-01 00:00:00,2026-12-31 00:00:00,2026-01-01 00:00:00,2026-12-31 00:00:00,,7562.52,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD PROVINCIAL DE CHUCUITO - JULI,2668694,2668694,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE QUERUMA  DE CENTRO POBLADO CASIMUYO HUALLATIRI DISTRITO DE JULI DE LA PROVINCIA DE CHUCUITO DEL DEPARTAMENTO DE PUNO,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE CHUCUITO - JULI,UF DE LA MUNICIPALIDAD PROVINCIAL DE CHUCUITO - JULI,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CHUCUITO - JULI,301633,MUNICIPALIDAD PROVINCIAL DE CHUCUITO - JULI,ACTIVO,VIABLE,3184496.62,3184496.62,0.0,0.0,0.0,Componente Sistema de agua potable Acción 011 Construcción de Captaciones tipo laderaAcción 012 Construcción de Línea de Conducción Acción 013 Construcción de Reservorio Acción 014 Construcción de Red de Distribución cruce de carretera Cruce de rio construcción de válvula de control y válvula de purga y aire y red de conexión domiciliariaAcción 015 Construcción de Piletas Publicas o domiciliarias Componente Sistema de saneamiento  Acción 021 Construcción de UBS con arrastre hidráulico y biodigestoresComponente Desarrollo de capacidades de la JASS y la población benefiariaAcción 031 Capacitación del personal de la Junta de Usuarios de agua potable y la población beneficiaria,2024-11-15 00:00:00,2024-11-25 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,INVIERTE,PROYECTO DE INVERSION,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,NO,,,,,NO,NO,NO,,,,,0.0,0.0,,0,,,3184496.62,NO,,SI,NO,,0.0,,SISTEMA DE SANEAMIENTO RURAL,NO,PUNO,CHUCUITO,JULI,210401,-16.25228819474414,-69.54514293704499,2025-04-01 00:00:00,2025-08-01 00:00:00,,,550,,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD PROVINCIAL DE SANDIA,2625544,2625544,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN SISTEMA DE AGUA POTABLE Y SISTEMA DE DISPOSICIÓN SANITARIA DE EXCRETAS  DE CENTRO POBLADO PAMPA YANAMAYO DISTRITO DE ALTO INAMBARI DE LA PROVINCIA DE SANDIA DEL DEPARTAMENTO DE PUNO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI,UF DE LA MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI,UEI DE LA MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI,301693,MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI,ACTIVO,VIABLE,7342620.82,7342620.82,0.0,0.0,0.0,COMPONENTE 01 ADECUADO SISTEMA DE AGUA POTABLE Consiste en la construcción de 3 captaciones por manantial Construcción de 3 Reservorios Construcción de línea de línea de aducción Construcción de Planta de tratamiento de agua potable Construcción de línea de aducción y Construcción de Red de Distribución COMPONENTE 02 ADECUADO SISTEMA DE ALCANTARILLADO SANITARIO consiste en la construcción de redes colectoras primario cruce aéreo de rio de e instalación de tuberías de conexiones domiciliarias de alcantarillado COMPONENTE 03 EXISTENCIA DE SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES consiste en la construcción de una estructura de Planta de Tratamiento de Aguas residuales PTAR construcción de Emisor ingreso PTAR y Emisor Salida PTAR y COMPONENTE 04 EXISTENCIA DE CAPACITACIÓN EN EDUCACIÓN SANITARIA que consiste en brindar capacitación a los usuarios de sistema de saneamiento,2023-12-13 00:00:00,2024-11-11 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,INVIERTE,PROYECTO DE INVERSION,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,NO,,,,,NO,NO,NO,,,,,0.0,0.0,,0,,,7342620.82,SI,Aprobación de consistencia o modificaciones antes de la aprobación del ET o ET (A),SI,NO,,0.0,,SISTEMA DE SANEAMIENTO RURAL,NO,PUNO,SANDIA,ALTO INAMBARI,211209,-14.090082537847135,-69.24320264931029,2025-06-01 00:00:00,2025-11-01 00:00:00,,,1600,,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE PLATERIA,2661895,2661895,"CONSTRUCCION DE ESTACION DE BOMBEO DE AGUA, LÍNEA DE IMPULSIÓN Y CAPTACION DE AGUA  EN EL(LA) SERVICIO DE AGUA - SECTOR JAQUE JIWATA CUCHO  DISTRITO DE PLATERIA, PROVINCIA PUNO, DEPARTAMENTO PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE PLATERIA,UF DE LA MUNICIPALIDAD DISTRITAL DE PLATERIA,UEI DE LA MUNICIPALIDAD DISTRITAL DE PLATERIA,301604,MUNICIPALIDAD DISTRITAL DE PLATERIA,ACTIVO,APROBADO,157487.3,174833.9,0.0,0.0,0.0,,2024-09-18 00:00:00,2024-09-24 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,INVIERTE,INVERSIONES IOARR,"ADMINISTRACIÓN INDIRECTA - POR CONTRATA,ADMINISTRACIÓN DIRECTA",SI,866.0,0.0,0.0,0.0,SI,NO,NO,,,202412,202607,173968.4,865.5,0.0,866,865.5,865.5,-0.5,SI,Ejecución física (C),SI,SI,100.0,99.5,2026-06-04 15:21:23,SISTEMA DE SANEAMIENTO RURAL,NO,PUNO,PUNO,PLATERIA,210112,-15.981799042026475,-69.84545985295672,2024-10-01 00:00:00,2027-03-31 00:00:00,2024-12-06 00:00:00,2025-04-30 00:00:00,,24656.31,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI,2554824,2554824,"CONSTRUCCION DE SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE EN EL(LA) SECTOR SANTIAGO PAMPA,  DISTRITO DE ALTO INAMBARI, PROVINCIA SANDIA, DEPARTAMENTO PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI,UF DE LA MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI,UEI DE LA MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI,301693,MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI,ACTIVO,APROBADO,225152.75,322634.55,0.0,0.0,0.0,,2022-06-21 00:00:00,2022-06-22 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,INVIERTE,INVERSIONES IOARR,ADMINISTRACIÓN DIRECTA,SI,8606.0,0.0,0.0,0.0,SI,NO,SI,2026-06-24 15:22:29,Pendiente de liquidación,202306,202312,314028.1,0.0,0.0,8000,0.0,0.0,606.45,SI,Ejecución física (C),SI,SI,100.0,97.54,2026-06-23 10:22:03,SISTEMA DE SANEAMIENTO RURAL,NO,PUNO,SANDIA,ALTO INAMBARI,211209,-14.051146997914419,-69.1881667047429,2023-05-08 00:00:00,2026-04-30 00:00:00,2023-07-03 00:00:00,2023-09-30 00:00:00,,21310.75,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE ARAPA,2520152,2520152,"CONSTRUCCION DE RED DE ALCANTARILLADO EN EL(LA) JIRON HORTENCIA ARANA 2 CUADRA 3 4 Y 5, JIRON UNION, JIRON ARAPA CUADRA 1 Y 2, JIRON SAN ROMAN CUADRA 7 Y 8, JIRON TACNA CUADRA 3 Y 4, JIRON PUNO CUADRA 1 3 Y 4, EN EL BARRIO CONRADO KRETZ LENZ, DISTRITO DE ARAPA, PROVINCIA AZANGARO, DEPARTAMENTO PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE ARAPA,UF DE LA MUNICIPALIDAD DISTRITAL DE ARAPA,UEI DE LA MUNICIPALIDAD DISTRITAL DE ARAPA,301610,MUNICIPALIDAD DISTRITAL DE ARAPA,ACTIVO,APROBADO,90011.35,112307.79,0.0,0.0,0.0,,2021-05-27 00:00:00,2021-05-28 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,INVIERTE,INVERSIONES IOARR,ADMINISTRACIÓN DIRECTA,NO,,,,,SI,NO,NO,,,202106,202212,111057.8,0.0,,0,,,1249.99,SI,Ejecución física (C),SI,SI,80.14,77.87,2022-06-29 11:31:55,SISTEMA DE SANEAMIENTO URBANO,NO,PUNO,AZANGARO,ARAPA,210203,-15.139249636155458,-70.1026818564212,2021-06-07 00:00:00,2026-01-02 00:00:00,2021-08-23 00:00:00,2022-06-22 00:00:00,,5680.0,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE CABANILLA,2686444,2686444,CREACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD TANCUAÑA DEL   DISTRITO DE CABANILLA DE LA PROVINCIA DE LAMPA DEL DEPARTAMENTO DE PUNO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE CABANILLA,UF DE LA MUNICIPALIDAD DISTRITAL DE CABANILLA,UEI DE LA MUNICIPALIDAD DISTRITAL DE CABANILLA,301654,MUNICIPALIDAD DISTRITAL DE CABANILLA,ACTIVO,VIABLE,13422398.2,13422398.2,0.0,0.0,0.0,EL PROYECTO CONTEMPLA LA EJECUCION DE LOS SIGUIENTES COMPONENTES COMPONENTE 01 ADECUADA INFRAESTRUCTURA DEL SISTEMA AGUA POTABLE CONSISTE 01 CAPATACION DE DE AGUA POR GRAVEDAD INSTALACION DE LINEA DE CONDUCCION PLANTA DE TRAMIENTO DE AGUA POTABLE  01 DESARENADOR Y CERCO PERIMETRICO RESERVORIO DE 15M3 LINEAS DE ADUCCION PASE AEREO DE 10ML CAMARA ROMPE PRESION RED DE DISTRIBUCION 03 PASE AEREO 01 CAMARA DE DISTRIBUCION DE CAUDALES 12 CAMARA ROMPEPRESION 100 VALVULAS DE PURGA 39 VALVULAS DE AIRE  32 VALVULAS DE CONTROL PLAN DE MANEJO AMBIENTAL Y MONITOREO ARQUEOLOGICO COMPONENTE 02 ADECUADA INFRAESTRUCTURA DEL SISTEMA DE DISPOSICION Y ELIMINACION DE EXCRETAS CONSISTE CONSTRUCCION DE 227 UBS CON ARRASTRE HIDRAULICO QUE COMPRENDE LETRINAS TANQUE BIODIGESTOR Y POZO DE LODOS  CAJA DE LODOS Y CAJA DE REGISTRO PARA BIODIGESTOR DE 600LTS ZANJAS DE INFILTRACION Y COMPONENTE 03 ADECUADOS NIVELES DE CAPACITACION EN EDUCACION SANITARIA Y GESTION DE SERVICIOS QUE COMPRENDE ACTIVIDADES DE COMUNICACIÓN Y EDUCACIÓN SANITARIA CAPACITACIÓN PARA LA GESTIÓN DEL SERVICIO AL JASS Y POBLACIÓN EN GENERAL,2025-10-16 00:00:00,2026-02-05 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,INVIERTE,PROYECTO DE INVERSION,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,SI,284930.0,0.0,0.0,0.0,NO,NO,NO,,,,,0.0,0.0,,0,,,13422398.2,NO,,SI,NO,,0.0,,SISTEMA DE SANEAMIENTO RURAL,NO,PUNO,LAMPA,CABANILLA,210702,-15.561515829663893,-70.44668899017248,2026-05-01 00:00:00,2026-12-01 00:00:00,,,957,,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE HUACULLANI,2348260,2348260,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO RURAL EN  SECTORES PAJCHANI, ESTANCIA Y CALLAZA PATA, CENTRO POBLADO DE CALLAZA - DISTRITO DE HUACULLANI - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE HUACULLANI,UF DE LA MUNICIPALIDAD DISTRITAL DE HUACULLANI,UEI DE LA MUNICIPALIDAD DISTRITAL DE HUACULLANI,301635,MUNICIPALIDAD DISTRITAL DE HUACULLANI,ACTIVO,VIABLE,8362130.45,5600435.94,0.0,0.0,0.0,LA ALTERNATIVA CONSISTE EN LAS CAPTACION DE UN MANANTIAL E INSTALACIÓN DE UN SISTEMA POR GRAVEDAD LA CAPTACIÓN SERÁ DEL MANANTIAL DENOMINADO PUJTIRE APACHETAEL CUAL SE DISTRIBUITA EN 2 SUB SISTEMAS CONSTRUCCIÓN DE 2 RESERVORIOS DE 18 Y 8 M3 PARA GARANTIZAR LA CONTINUIDAD DEL SERVICIO DE AGUA POTABLE LÍNEAS DE DISTRIBUCIÓN PARA EL SUB SISTEMA I DE 1727951M Y 825026M PARA EL SUB SISTEMA II INSTALACIÓN DE 234 CONEXIONES DOMICILIARIAS Y 6 CONEXIONES A INSTITUCIONES INSTALACIÓN 241 UBS CON ARRASTRE HIDRÁULICO Y 8 CAPACITACIONES EN MATERIA DE SANEAMIENTO BÁSICO PARA LA POBLACION BENEFICIARIA,2018-02-06 00:00:00,2018-02-08 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,INVIERTE,PROYECTO DE INVERSION,"ADMINISTRACIÓN INDIRECTA - POR CONTRATA,ADMINISTRACIÓN DIRECTA",SI,80035.0,0.0,0.0,0.0,SI,NO,NO,,,201910,202604,5520401.09,43650.0,0.0,43650,43650.0,43650.0,36384.85,SI,Ejecución física (C),SI,SI,98.48,98.22,2026-04-16 16:20:29,SISTEMA DE SANEAMIENTO RURAL,NO,PUNO,CHUCUITO,HUACULLANI,210403,-16.628643,-69.32256,2019-11-12 00:00:00,2026-07-15 00:00:00,2022-08-12 00:00:00,2023-07-07 00:00:00,1200,5133200.19,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE KELLUYO,2330351,368175,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BÁSICO EN LA PARCIALIDAD  DE COTOHOCO, DISTRITO DE KELLUYO - CHUCUITO - PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,UF DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,301636,MUNICIPALIDAD DISTRITAL DE KELLUYO,ACTIVO,VIABLE,1374398.0,1333702.06,0.0,0.0,0.0,COMPONENTES 1 AGUA POTABLE CONSISTE EN LA CONSTRUCCIÓN DE 01 UND CAPTACIÓN DE LADERA CONSTRUCCIÓN DE 01 UND DE  CASETA DE BOMBEO INSTALACIÓN DE TUBERÍA DE  LÍNEA DE IMPULSIÓN DE TUBERÍA PVC SAP CLASE 15   DE UNA LONGITUD DE L 933 ML  01 UND DE CISTERNA DE BOMBEO DE 10M3 01 UND DE RESERVORIO DE  ALMACENAMIENTO DE 1500 M3 01 UND DE CASETA DE VÁLVULAS DE RESERVORIO INSTALACIÓN DE  TUBERÍA DE LA RED DE DISTRIBUCIÓN TUBERÍAS DE PVC CLASE 10   CON UNA LONGITUD TOTAL DE L 537386 ML 05 UND DE CAJA DE VÁLVULAS DE PURGA 04 UND DE CAJA VÁLVULAS DE COMPUERTA 02 UND DE VÁLVULAS DE AIRE   INSTALACIÓN DE 3000 ML CRUCE DE RIO TIPO SIFÓN RIACHUELOS  32 MLDE CRUCE DE CARRETERA Y 50 UND  DE CONEXIONES DOMICILIARIAS  COMPONENTE 2INSTALACION DE UBS CONSISTE EN LA INSTALACION DE  50 UND UNIDADES BÁSICAS DE SANEAMIENTO UBS INCLUIDO LAVATORIOS EXTERIORES 01 MÓDULO DE UBS PARA INSTITUCIÓN EDUCATIVA INCLUIDO LAVATORIO EXTERIOR AMBOS CON ARRASTRE HIDRÁULICO CON BIODIGESTORES CONSTRUIDOS CON MATERIAL NOBLE  Y TECHOS DE CALAMINA  COMPONENTE 3 MITIGACIÓN AMBIENTAL Y CAPACITACIÓN   COSISTE EN DESARROLLAR TALLERES DE CAPACITACIÓN SENSIBILIZACIÓN Y CONCIENTIZACIÓN A LA POBLACIÓN BENEFICIARIA Y A LA JUNTA ADMINISTRADORA SERVICIO Y SANEAMIENTO  JASS IMPLEMENTACIÓN DE PROGRAMA DE EDUCACIÓN SANITARIA CAPACITACIÓN DEL PERSONAL TÉCNICO CAPACITACIÓN DEL PERSONAL ADMINISTRATIVO,2016-09-13 00:00:00,2016-11-15 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,SNIP,PIP MAYOR (SNIP),ADMINISTRACIÓN INDIRECTA - POR CONTRATA,NO,,,,,SI,NO,NO,,,,,0.0,0.0,,0,,,1333702.06,SI,Ejecución física (C),NO,NO,,,,,NO,PUNO,CHUCUITO,KELLUYO,210404,0.0,0.0,2018-06-25 00:00:00,2019-11-25 00:00:00,2018-06-25 00:00:00,2019-11-25 00:00:00,323,870627.9,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE PLATERIA,2325159,361862,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN LA COMUNIDAD DE POTOJANI CHICO, DISTRITO DE PLATERIA - PUNO - PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE PLATERIA,UF DE LA MUNICIPALIDAD DISTRITAL DE PLATERIA,UEI DE LA MUNICIPALIDAD DISTRITAL DE PLATERIA,301604,MUNICIPALIDAD DISTRITAL DE PLATERIA,ACTIVO,VIABLE,1736446.0,3595964.17,0.0,0.0,0.0,MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE  CONEXIONES DOMICILIARIAS SE INSTALARA 196 CONEXIONES DOMICILIARIAS DE LA RED MATRIZ EXISTENTE DE AGUA HACIA LA VIVIENDA RURAL PILETAS SE INSTALARAN 196 PILETAS CON LAVATORIO DE CONCRETO ARMADO Y ACCESORIOS SEGÚN DISEÑO BAÑOS CON ARRASTRE HIDRÁULICO INSTALACIÓN DE 196 MÓDULOS UBS BAÑOS CON ARRASTRE HIDRÁULICO EQUIPADA CON 01 INODORO DE TANQUE BAJO 01 DUCHA TIPO REGADERA SIMPLE Y CONTARA CON UN SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES CON UN BIODIGESTOR DE 600 LTS CAPACIDAD PARA 5 PERSONAS Y ZANJA DE INFILTRACIÓN ESTRUCTURALMENTE CUENTA CON MUROS DE LADRILLO REVESTIDAS CON MORTERO DE CONCRETO CA 15 PISO DE CON CEMENTO COLOREADO COBERTURA CON CALAMINA GALVANIZADA SOBRE ESTRUCTURA DE MADERA VIGA Y CORREAS PUERTA Y VENTA METÁLICAS SEGÚN DISEÑO PLAN DE IMPLEMENTACIÓN DEL PROGRAMA DE EDUCACIÓN SANITARIA IMPLEMENTACIÓN DE TALLERES EN EDUCACIÓN SANITARIA Y CAPACITACIÓN TÉCNICA A LA JASS PLAN AMBIENTAL,2016-07-10 00:00:00,2016-08-29 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,SNIP,PIP MAYOR (SNIP),ADMINISTRACIÓN INDIRECTA - POR CONTRATA,SI,2371064.0,0.0,0.0,0.0,SI,NO,NO,,,201712,202607,1224900.02,406916.0,0.0,447508,447507.41,406916.0,1923556.15,SI,Ejecución física (C),SI,SI,100.0,100.0,2025-11-19 11:21:58,,NO,PUNO,PUNO,PLATERIA,210112,0.0,0.0,2023-03-03 00:00:00,2026-11-27 00:00:00,2024-11-15 00:00:00,2025-05-09 00:00:00,980,3969600.86,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE QUILCAPUNCU,2290908,332411,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN LA COMUNIDAD DE COMBUCO, DISTRITO DE QUILCAPUNCU - SAN ANTONIO DE PUTINA - PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE QUILCAPUNCU,UF DE LA MUNICIPALIDAD DISTRITAL DE QUILCAPUNCU,UEI DE LA MUNICIPALIDAD DISTRITAL DE QUILCAPUNCU,301679,MUNICIPALIDAD DISTRITAL DE QUILCAPUNCU,ACTIVO,VIABLE,1710241.0,2261515.0,0.0,0.0,0.0,CONSTRUCCIÓN DE UN SISTEMA DE CAPTACIÓN DE MANANTIALES DE TIPO LADERA 03 UND CONSTRUCCIÓN DE RESERVORIO 01 UND DE 5M3 01 UND DE 3M3 Y 01 UND DE 1M3  CON INSTALACIÓN DE REDES REDES DE CONDUCCIÓN 2567 ML Y REDES DE DISTRIBUCIÓN 14954 ML Y CONEXIONES DOMICILIARIAS DE AGUA 96 UND INSTALACIÓN DE UBS TIPO BAÑO SECOS ECOLÓGICOS CON DOBLE CÁMARA 96 UND CON MUROS DE BLOQUETA REALIZANDO TALLERES DE ADECUADOS HÁBITOS Y PRÁCTICAS DE HIGIENE Y EDUCACIÓN SANITARIA  Y CAPACITAR A LA UNIDAD DE GESTIÓN A CARGO DE LA OPERACIÓN Y MANTENIMIENTO DE LOS SERVICIOS BÁSICO JASS,2015-09-07 00:00:00,2015-09-15 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,SNIP,PIP MAYOR (SNIP),ADMINISTRACIÓN INDIRECTA - POR CONTRATA,NO,,,,,SI,NO,NO,,,201602,201912,2252083.68,0.0,,0,,,9431.32,SI,Ejecución física (C),SI,SI,100.0,100.0,2021-01-20 10:21:39,,NO,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,211004,0.0,0.0,2018-04-02 00:00:00,2018-08-21 00:00:00,2018-12-31 00:00:00,2020-05-23 00:00:00,470,1583037.0,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD PROVINCIAL DE EL COLLAO,2220489,217642,"INSTALACION DE SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN LA COMUNIDAD SAN CARLOS MARCAKOLLU DEL DISTRITO DE ILAVE, PROVINCIA DE EL COLLAO - PUNO",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE EL COLLAO,UF DE LA MUNICIPALIDAD PROVINCIAL DE EL COLLAO,UEI DE LA MUNICIPALIDAD PROVINCIAL DE EL COLLAO,301640,MUNICIPALIDAD PROVINCIAL EL COLLAO - ILAVE,ACTIVO,VIABLE,808384.05,757573.96,0.0,0.0,0.0,INSTALACION DE UN SISTEMA DE AGUA POTABLE POR GRAVEDAD INSTALACIÓN DE 100 LETRINAS DE ARRASTRE HIDRAULICO CAPACITACIÓN A 100 JEFES DE HOGAR EN PROGRAMA DE EDUCACIÓN SANITARIA Y CAPACITACION A 100 JEFES DE HOGAR EN MANEJO DE RESIDUOS SOLIDOS,2012-06-10 00:00:00,2012-10-01 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,SNIP,PIP MENOR (SNIP),ADMINISTRACIÓN DIRECTA,NO,,,,,SI,NO,SI,2019-11-28 18:19:33,Pendiente de liquidación,201309,201410,738435.09,0.0,,0,,,19138.87,SI,Aprobación de consistencia o modificaciones antes de la aprobación del ET o ET (A),NO,NO,,,,,NO,PUNO,EL COLLAO,ILAVE,210501,0.0,0.0,,,,,500,757573.96,2026
