CODIGO_UNICO,NOMBRE_INVERSION,LOCALIDAD_EXTRAIDA,CONSULTA_NOMINATIM,DISPLAY_NAME_NOMINATIM,LATITUD,LONGITUD,PROVINCIA_ESPERADA,DISTRITO_ESPERADO,COINCIDE_DISTRITO,COINCIDE_PROVINCIA,ESTADO_VALIDACION,MOTIVO_REVISION
2274677,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE LETRINAS EN EL  CENTRO POBLADO DE SICARI , DISTRITO DE QUIACA - SANDIA - PUNO",SICARI,"SICARI, QUIACA, SANDIA, Puno, Peru","Sicari, Quiaca, Sandia, Puno, Perú",-14.4075369,-69.3453491,SANDIA,QUIACA,SI,SI,OK,
2197154,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO INTEGRAL EN LOS SECTORES DE LA COMUNIDAD DE HUAYLLACUYO, DISTRITO DE ROSASPATA - HUANCANE - PUNO",HUAYLLACUYO,"HUAYLLACUYO, ROSASPATA, HUANCANE, Puno, Peru","Huayllacuyo, PU-859, Umajalso, Rosaspata, Huancané, Puno, Perú",-15.2264017,-69.458195,HUANCANE,ROSASPATA,SI,NO,REVISAR,Provincia no coincide
2313008,"CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BÁSICO, EN EL SECTOR PIRHUANI, DISTRITO DE ANTAUTA - MELGAR - PUNO",PIRHUANI,"PIRHUANI, ANTAUTA, MELGAR, Puno, Peru","Cuenca Pirhuani, Antauta, Melgar, Puno, Perú",-14.448119,-70.3893536,MELGAR,ANTAUTA,SI,SI,OK,
2335302,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y DESAGÜE EN LA LOCALIDAD DE CONDURIRI, DISTRITO DE CONDURIRI - EL COLLAO - PUNO",CONDURIRI,"CONDURIRI, CONDURIRI, EL COLLAO, Puno, Peru","Conduriri, Jirón Progreso, Conduriri, El Collao, Puno, Perú",-16.6227017,-69.7063433,EL COLLAO,CONDURIRI,SI,SI,OK,
2188775,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA INTEGRAL DE AGUA POTABLE Y SANEAMIENTO EN LAS LOCALIDADES DE COATA, SUCASCO Y ALMOZANCHE, DISTRITO DE COATA - PUNO - PUNO",COATA,"COATA, COATA, PUNO, Puno, Peru","Coata, Jochi San Francisco, Coata, Puno, Perú",-15.5727778,-69.9227778,PUNO,COATA,SI,SI,OK,
2291774,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y DISPOSICION DE EXCRETAS EN EL CENTRO POBLADO DE ALTO PATACOLLO, DISTRITO DE ZEPITA - CHUCUITO - PUNO",ALTO PATACOLLO,"ALTO PATACOLLO, ZEPITA, CHUCUITO, Puno, Peru","Alto Patacollo, Zepita, Chucuito, Puno, Perú",-16.451031,-69.2466624,CHUCUITO,ZEPITA,SI,SI,OK,
2279319,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE CAMPAMENTO , DISTRITO DE COASA - CARABAYA - PUNO",CAMPAMENTO,"CAMPAMENTO, COASA, CARABAYA, Puno, Peru","Campamento, Uchuhuma, Coasa, Carabaya, Puno, Perú",-13.9509178,-70.0561697,CARABAYA,COASA,SI,SI,OK,
2343462,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LAS COMUNIDADES DE MACAYA PIRIPIRINI, CHIJTANI MARCAPATA, UNIÓN VILLA MERCEDES, ROSARIO HUANCARANI Y ALTO HUANCARANI, DISTRITO DE AZÁNGARO, PROVINCIA DE AZANGARO - PUNO",MACAYA PIRIPIRINI,"MACAYA PIRIPIRINI, AZANGARO, AZANGARO, Puno, Peru","Macaya Piripirini, Azángaro, Puno, Perú",-14.8749503,-70.1511385,AZANGARO,AZANGARO,NO,NO,REVISAR,Distrito no coincide | Provincia no coincide
2300861,"CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO INTEGRAL EN LAS COMUNIDADES CAMPESINAS DEL CENTRO POBLADO DE JACHOCCO HUARACCO  DEL DISTRITO DE ILAVE, PROVINCIA DE EL COLLAO - PUNO",JACHOCCO HUARACCO,"JACHOCCO HUARACCO, ILAVE, EL COLLAO, Puno, Peru","Jachocco Huaracco, Carretera Mazocruz - Ilave, Anchoto, Ilave, El Collao, Puno, Perú",-16.2025551,-69.6609331,EL COLLAO,ILAVE,SI,SI,OK,
2189345,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA COMUNIDAD CAMPESINA DE HUILASIPE, CENTRO POBLADO DE CRUCERO, DISTRITO DE ACORA,  PUNO - PUNO",HUILASIPE,"HUILASIPE, ACORA, PUNO, Puno, Peru","Huilasipe, Ácora, Puno, Perú",-16.0094155,-69.6451552,PUNO,ACORA,NO,SI,REVISAR,Distrito no coincide
2187528,"INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA COMUNIDAD CAMPESINA DE CAPARAYA, DISTRITO DE HUANCANE, HUANCANE - PUNO",CAPARAYA,"CAPARAYA, HUANCANE, HUANCANE, Puno, Peru","Caparaya, Kakachi, Huancané, Puno, Perú",-15.2585457,-69.7905925,HUANCANE,HUANCANE,NO,NO,REVISAR,Distrito no coincide | Provincia no coincide
2302964,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LA COMUNIDAD CAMPESINA DE TULACOLLO, DISTRITO DE KELLUYO, PROVINCIA DE CHUCUITO, DEPARTAMENTO DE PUNO",TULACOLLO,"TULACOLLO, KELLUYO, CHUCUITO, Puno, Peru","Tulacollo, Kelluyo, Chucuito, Puno, Perú",-16.8152646,-69.2578742,CHUCUITO,KELLUYO,SI,SI,OK,
2284002,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE CHALLHUAMAYO , DISTRITO DE SAN GABAN - CARABAYA - PUNO",CHALLHUAMAYO,"CHALLHUAMAYO, SAN GABAN, CARABAYA, Puno, Peru","Institución educativa inicial 604 Challhuamayo, Carretera Interoceánica Puno - Madre de Dios, Challhuamayo, Ayapata, Carabaya, Puno, Perú",-13.3589,-70.3489,CARABAYA,SAN GABAN,NO,SI,REVISAR,Distrito no coincide
2295143,"INSTALACION DEL SISTEMA DE AGUA POTABLE Y LETRINAS SANITARIAS CON ARRASTRE HIDRAULICO Y BIODIGESTOR EN LA COMUNIDAD DE CAYARANI, DISTRITO DE ORURILLO - MELGAR - PUNO",CAYARANI,"CAYARANI, ORURILLO, MELGAR, Puno, Peru","Cayarani, Orurillo, Melgar, Puno, Perú",-14.6470928,-70.5795963,MELGAR,ORURILLO,SI,SI,OK,
2145688,"CONSTRUCCION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO DE LA LOCALIDAD DE TUPALA, DISTRITO DE CAPASO, PROVINCIA DE EL COLLAO, DEPARTAMENTO DE PUNO.",TUPALA,"TUPALA, CAPAZO, EL COLLAO, Puno, Peru","Tupala, Capazo, El Collao, Puno, Perú",-17.0118324,-69.6312047,EL COLLAO,CAPAZO,SI,SI,OK,
2147702,"INSTALACION DEL SISTEMA DE AGUA POTABLE Y LETRINAS EN LA COMUNIDAD DE YANICO CUTURI, DISTRITO DE ARAPA - AZANGARO - PUNO",YANICO CUTURI,"YANICO CUTURI, ARAPA, AZANGARO, Puno, Peru","Yanico Cuturi, Arapa, Azángaro, Puno, Perú",-15.1048238,-70.1596469,AZANGARO,ARAPA,SI,NO,REVISAR,Provincia no coincide
2276287,"INSTALACION DEL SISTEMA DE SERVICIOS DE AGUA POTABLE Y LETRINAS SANITARIAS CON ARRASTRE HIDRAULICO Y BIODIGESTOR EN EL SECTOR HUAMACUNCA, DISTRITO DE SANTA ROSA - MELGAR - PUNO",HUAMACUNCA,"HUAMACUNCA, SANTA ROSA, MELGAR, Puno, Peru","Huamacunca, Santa Rosa, Melgar, Puno, Perú",-14.5769082,-70.9214726,MELGAR,SANTA ROSA,SI,SI,OK,
2195473,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO QUELLAHUYO POMAOCA, DISTRITO DE MOHO, PROVINCIA DE MOHO - PUNO",QUELLAHUYO POMAOCA,"QUELLAHUYO POMAOCA, MOHO, MOHO, Puno, Peru","Quellahuyo Pomaoca, PA-688, Pomaoca, Moho, Puno, Perú",-15.27355,-69.4450633,MOHO,MOHO,SI,SI,OK,
2236933,"INSTALACION DE SERVICIO DE AGUA POTABLE Y LETRINAS SANITARIAS COMUNIDAD CRUCERO, DISTRITO DE CRUCERO - CARABAYA - PUNO",CRUCERO,"CRUCERO, CRUCERO, CARABAYA, Puno, Peru","Crucero, Carabaya, Puno, Perú",-14.3611964,-70.0234904,CARABAYA,CRUCERO,SI,SI,OK,
2279322,"CREACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN LA URBANIZACIÓN ROSARIO COÑIRI DEL CENTRO POBLADO JAYLLIHUAYA DEL DISTRITO DE PUNO, PROVINCIA DE PUNO - PUNO",JAYLLIHUAYA,"JAYLLIHUAYA, PUNO, PUNO, Puno, Peru","Jayllihuaya, Puno, 05151, Perú",-15.8787471,-69.9751057,PUNO,PUNO,SI,SI,OK,
2290908,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN LA COMUNIDAD DE COMBUCO, DISTRITO DE QUILCAPUNCU - SAN ANTONIO DE PUTINA - PUNO",COMBUCO,"COMBUCO, QUILCAPUNCU, SAN ANTONIO DE PUTINA, Puno, Peru","Combuco, Quilcapuncu, San Antonio de Putina, Puno, Perú",-14.9212976,-69.6797765,SAN ANTONIO DE PUTINA,QUILCAPUNCU,SI,SI,OK,
2239707,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DE LETRINAS SANITARIAS EN LA PARCIALIDAD DE MALLCUSUCA CENTRAL, DISTRITO DE MOHO, PROVINCIA DE MOHO - PUNO",MALLCUSUCA CENTRAL,"MALLCUSUCA CENTRAL, MOHO, MOHO, Puno, Peru","Mallcusuca Central, Moho, Puno, Perú",-15.3145583,-69.4928706,MOHO,MOHO,SI,SI,OK,
2168904,"CONSTRUCCIÓN DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BÁSICO DE LA LOCALIDAD DE SANTA ROSA DE HUAYRAPATA, DISTRITO INCHUPALLA, PROVINCIA HUANCANÉ, DEPARTAMENTO DE PUNO",SANTA ROSA DE HUAYRAPATA,"SANTA ROSA DE HUAYRAPATA, INCHUPALLA, HUANCANE, Puno, Peru","Institución educativa inicial Santa Rosa De Huayrapata, PU-115, Chillimuri, Inchupalla, Huancané, Puno, Perú",-14.9737,-69.6772,HUANCANE,INCHUPALLA,SI,NO,REVISAR,Provincia no coincide
2286380,"CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BÁSICO EN EL CENTRO POBLADO DE SAN MIGUEL DE PAMPA GRANDE, DISTRITO DE SAN PEDRO DE PUTINA PUNCU - SANDIA - PUNO",SAN MIGUEL DE PAMPA GRANDE,"SAN MIGUEL DE PAMPA GRANDE, SAN PEDRO DE PUTINA PUNCO, SANDIA, Puno, Peru","Institución Educativa San Miguel, PE-34H, Pauji Playa, Azata, San Pedro de Putina Punco, Sandia, Puno, Perú",-13.9847,-68.9717,SANDIA,SAN PEDRO DE PUTINA PUNCO,SI,SI,OK,
2293521,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE AMOYO, DISTRITO DE SANDIA , PROVINCIA DE SANDIA - PUNO",AMOYO,"AMOYO, SANDIA, SANDIA, Puno, Peru","Sector Chiriguaya - Amoyo, Sandia, Puno, Perú",-14.3146162,-69.4495868,SANDIA,SANDIA,SI,SI,OK,
2321190,"INSTALACION DE SISTEMA DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LAS COMUNIDADES DE APISSI, PESQUERIA Y PUCAMOCCO, DISTRITO DE ARAPA - AZANGARO - PUNO",APISSI,"APISSI, ARAPA, AZANGARO, Puno, Peru","Apissi, Arapa, Azángaro, Puno, Perú",-15.1927363,-70.1231693,AZANGARO,ARAPA,SI,NO,REVISAR,Provincia no coincide
2300989,"MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE MACARI, DISTRITO DE MACARI - MELGAR - PUNO",MACARI,"MACARI, MACARI, MELGAR, Puno, Peru","Macari, Arica, Macarí, Melgar, Puno, Perú",-14.7723419,-70.9036724,MELGAR,MACARI,SI,SI,OK,
2355621,CREACION DEL SERVICIOS DE SANEAMIENTO INTEGRAL DE LAS COMUNIDADES DE AJANANI CHICO Y VILLACUCHO DEL DISTRITO DE SAN JOSE - PROVINCIA DE AZANGARO - DEPARTAMENTO DE PUNO,AJANANI CHICO,"AJANANI CHICO, SAN JOSE, AZANGARO, Puno, Peru","Ajanani Chico, San José, Azángaro, Puno, Perú",-14.6759902,-70.2302425,AZANGARO,SAN JOSE,NO,NO,REVISAR,Distrito no coincide | Provincia no coincide
2174566,"INSTALACION DE SISTEMA DE AGUA POTABLE Y LETRINAS SANITARIAS EN LA COMUNIDAD DE CASIMUYO DEL DISTRITO DE ILAVE, PROVINCIA DE EL COLLAO - PUNO",CASIMUYO,"CASIMUYO, ILAVE, EL COLLAO, Puno, Peru","Casimuyo, Carretera Longitudinal de la Sierra Sur, Mulla Contihueco Hirpani, Juli, Chucuito, Puno, Perú",-16.210408,-69.5456886,EL COLLAO,ILAVE,NO,NO,REVISAR,Distrito no coincide | Provincia no coincide
2226012,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE EN LOS SECTORES CHIMPA, PALLINO Y CCORPA DE LA COMUNIDAD CAMPESINA DE JATUN AYLLU DEL DISTRITO DE PUSI , PROVINCIA DE HUANCANE - PUNO",JATUN AYLLU,"JATUN AYLLU, PUSI, HUANCANE, Puno, Peru","Jatun Ayllu, Pusi, Huancané, Puno, Perú",-15.4124943,-69.9527346,HUANCANE,PUSI,SI,NO,REVISAR,Provincia no coincide
2173594,"AMPLIACION DEL SERVICIO DE DESAGUE EN LA PROLONGACION NORTE DE LA AV. CATASTRO DE LA LOCALIDAD DE HUANCANE, PROVINCIA DE HUANCANE - PUNO",HUANCANE,"HUANCANE, HUANCANE, HUANCANE, Puno, Peru","Huancane, Jirón Primavera, Huancané, Puno, Perú",-15.1997426,-69.769441,HUANCANE,HUANCANE,SI,SI,OK,
2353535,"CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN LA COMUNIDAD DE AJANANI GRANDE, AJANANI GRANDE - DISTRITO DE SAN JOSE - PROVINCIA DE AZANGARO - DEPARTAMENTO DE PUNO",AJANANI GRANDE,"AJANANI GRANDE, SAN JOSE, AZANGARO, Puno, Peru","Ajanani Grande, San José, Azángaro, Puno, Perú",-14.6546114,-70.2001059,AZANGARO,SAN JOSE,NO,NO,REVISAR,Distrito no coincide | Provincia no coincide
2241096,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN EL CENTRO POBLADO DE TANTAMACO, DISTRITO DE MACUSANI, PROVINCIA DE CARABAYA - PUNO",TANTAMACO,"TANTAMACO, MACUSANI, CARABAYA, Puno, Peru","Tantamaco, Macusani, Carabaya, Puno, Perú",-13.9209738,-70.5149448,CARABAYA,MACUSANI,SI,SI,OK,
2283136,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO SUARA, DISTRITO DE SANDIA , PROVINCIA DE SANDIA - PUNO",SUARA,"SUARA, SANDIA, SANDIA, Puno, Peru","Institución educativa inicial 1003 Suara, PU-592, Ccapuna, Sandia, Puno, Perú",-14.3669,-69.455,SANDIA,SANDIA,SI,SI,OK,
2189457,"AMPLIACION Y MEJORAMIENTO SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LOS SECTORES CHATUMA CUCHO, CHIARAUYO, HANCCOHUYO, SAN ISIDRO Y CAPUHUI DEL CENTRO POBLADO CHATUMA, DISTRITO POMATA - CHUCUITO - PUNO",CHATUMA,"CHATUMA, POMATA, CHUCUITO, Puno, Peru","Chatuma, Pomata, Chucuito, Puno, Perú",-16.2932991,-69.2331917,CHUCUITO,POMATA,SI,SI,OK,
2148859,"INSTALACION DE SISTEMA DE AGUA POTABLE EN LA COMUNIDAD CAMPESINA DE REQUENA, DISTRITO DE TARACO - HUANCANE - PUNO",REQUENA,"REQUENA, TARACO, HUANCANE, Puno, Peru","Requena, Taraco, Huancané, Puno, Perú",-15.3496909,-69.8975231,HUANCANE,TARACO,SI,NO,REVISAR,Provincia no coincide
2173712,"AMPLIACION Y MEJORAMIENTO INTEGRAL DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE ZEPITA, DISTRITO DE ZEPITA - CHUCUITO - PUNO",ZEPITA,"ZEPITA, ZEPITA, CHUCUITO, Puno, Peru","Zepita, Chucuito, Puno, Perú",-16.4971752,-69.1032019,CHUCUITO,ZEPITA,SI,SI,OK,
2168927,"CONSTRUCCIÓN DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BÁSICO LA LOCALIDAD DE QQUEPA, DISTRITO DE PUCARA, PROVINCIA DE LAMPA, DEPARTAMENTO PUNO",QQUEPA,"QQUEPA, PUCARA, LAMPA, Puno, Peru","Institución Educativa Qquepa, Carretera Longitudinal de la Sierra Sur, Pucará, Lampa, Puno, Perú",-15.1385,-70.4059,LAMPA,PUCARA,NO,SI,REVISAR,Distrito no coincide
2103979,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO  EN LA LOCALIDAD DE KELLUYO, DISTRITO DE KELLUYO - CHUCUITO - PUNO",KELLUYO,"KELLUYO, KELLUYO, CHUCUITO, Puno, Peru","Kelluyo, Jirón Titicaca, Kelluyo, Chucuito, Puno, Perú",-16.7277832,-69.2493782,CHUCUITO,KELLUYO,SI,SI,OK,
2287878,"MEJORAMIENTO Y AMPLIACIÓN DEL  SISTEMA   DE  AGUA  POTABLE Y SANEAMIENTO EN LA  ZONA RURAL DE LA LOCALIDAD DE COPANI, DISTRITO DE COPANI - YUNGUYO - PUNO",COPANI,"COPANI, COPANI, YUNGUYO, Puno, Peru","Copani, PU-130, Copani, Yunguyo, Puno, Perú",-16.3974869,-69.0433758,YUNGUYO,COPANI,SI,SI,OK,
2302259,"CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CIRCUITO DE ISLAS FLOTANTES DEL CENTRO POBLADO TURISTICO UROS CHULLUNI, DISTRITO DE PUNO, PROVINCIA DE PUNO - PUNO",TURISTICO UROS CHULLUNI,"TURISTICO UROS CHULLUNI, PUNO, PUNO, Puno, Peru","HOTEL TURISTICO HANAN PACHA, 161, Av. Ferrocarril, Puno, 21000, Perú",-15.8256543,-70.0105713,PUNO,PUNO,SI,SI,OK,
2199142,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO  PAJANA SAN AGUSTIN, DISTRITO DE YUNGUYO, PROVINCIA DE YUNGUYO - PUNO",PAJANA SAN AGUSTIN,"PAJANA SAN AGUSTIN, YUNGUYO, YUNGUYO, Puno, Peru","Pajana San Agustín, Yunguyo, Puno, Perú",-16.2619707,-69.0349954,YUNGUYO,YUNGUYO,SI,SI,OK,
2276070,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE APABUCO, DISTRITO DE SANDIA , PROVINCIA DE SANDIA - PUNO",APABUCO,"APABUCO, SANDIA, SANDIA, Puno, Peru","Apabuco, Sandia, Puno, Perú",-14.3466582,-69.4792772,SANDIA,SANDIA,SI,SI,OK,
2189333,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS  DE LA COMUNIDAD CAMPESINA DE CCACCA, DISTRITO DE ACORA, PUNO - PUNO",CCACCA,"CCACCA, ACORA, PUNO, Puno, Peru","Ccacca, Ácora, Puno, Perú",-15.9573166,-69.7542334,PUNO,ACORA,NO,SI,REVISAR,Distrito no coincide
2283660,"CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BÁSICO EN EL SECTOR SAN BENIGNO, DISTRITO DE SAN PEDRO DE PUTINA PUNCU - SANDIA - PUNO",SAN BENIGNO,"SAN BENIGNO, SAN PEDRO DE PUTINA PUNCO, SANDIA, Puno, Peru","San Benigno, San Pedro de Putina Punco, Sandia, Puno, Perú",-14.1153454,-69.0085414,SANDIA,SAN PEDRO DE PUTINA PUNCO,SI,SI,OK,
2299423,"CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LOS SECTORES VENTILLA I, VENTILLA II Y CUMO HUACULLANI, CENTRO POBLADO YOROHOCO, DISTRITO DE HUACULLANI, PROVINCIA DE CHUCUITO, DEPARTAMENTO DE PUNO",YOROHOCO,"YOROHOCO, HUACULLANI, CHUCUITO, Puno, Peru","Yorohoco, Huacullani, Chucuito, Puno, Perú",-16.5654607,-69.320839,CHUCUITO,HUACULLANI,SI,SI,OK,
2191199,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DEL CENTRO POBLADO DE CARITAMAYA, DISTRITO DE ACORA, PROVINCIA DE PUNO, DEPARTAMENTO DE PUNO",CARITAMAYA,"CARITAMAYA, ACORA, PUNO, Puno, Peru","Caritamaya, Ácora, Puno, Perú",-16.0086416,-69.7557398,PUNO,ACORA,NO,SI,REVISAR,Distrito no coincide
2330351,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BÁSICO EN LA PARCIALIDAD  DE COTOHOCO, DISTRITO DE KELLUYO - CHUCUITO - PUNO",DE COTOHOCO,"DE COTOHOCO, KELLUYO, CHUCUITO, Puno, Peru","Cotohoco, Kelluyo, Chucuito, Puno, Perú",-16.6999873,-69.3219007,CHUCUITO,KELLUYO,SI,SI,OK,
2281956,CREACION DEL  SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO INTEGRAL EN LA COMUNIDAD CAMPESINA DE PATACOLLANA - DISTRITO DE ASILLO - PROVINCIA DE AZANGARO - DEPARTAMENTO DE PUNO,PATACOLLANA,"PATACOLLANA, ASILLO, AZANGARO, Puno, Peru","Patacollana, Asillo, Azángaro, Puno, Perú",-14.8144157,-70.3398808,AZANGARO,ASILLO,SI,NO,REVISAR,Provincia no coincide
2244930,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION DE EXCRETAS EN EL CENTRO POBLADO DE LLACHON, DISTRITO DE CAPACHICA - PUNO - PUNO",LLACHON,"LLACHON, CAPACHICA, PUNO, Puno, Peru","Llachon, Capachica, Puno, 21125, Perú",-15.7229167,-69.783934,PUNO,CAPACHICA,SI,SI,OK,
2225512,"MEJORAMIENTO DEL SISTEMA DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CENTRO POBLADO POTONI, DISTRITO DE SINA - SAN ANTONIO DE PUTINA - PUNO",POTONI,"POTONI, SINA, SAN ANTONIO DE PUTINA, Puno, Peru","Potoni, Sina, San Antonio de Putina, Puno, Perú",-14.5344764,-69.2835194,SAN ANTONIO DE PUTINA,SINA,SI,SI,OK,
2151063,"AMPLIACION, MEJORAMIENTO DE SERVICIO DE SANEAMIENTO BASICO INTEGRAL EN LA COMUNIDAD CAMPESINA DE BUENOS AIRES, DISTRITO DE QUILCAPUNCU - SAN ANTONIO DE PUTINA - PUNO",BUENOS AIRES,"BUENOS AIRES, QUILCAPUNCU, SAN ANTONIO DE PUTINA, Puno, Peru","Buenos Aires, Quilcapuncu, San Antonio de Putina, Puno, Perú",-14.8819919,-69.6955272,SAN ANTONIO DE PUTINA,QUILCAPUNCU,SI,SI,OK,
2168919,"CONSTRUCCION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO DEL CENTRO POBLADO SAN JUAN DE YARIHUANI, DISTRITO CONDURIRI,  PROVINCIA EL COLLAO, DEPARTAMENTO DE PUNO",SAN JUAN DE YARIHUANI,"SAN JUAN DE YARIHUANI, CONDURIRI, EL COLLAO, Puno, Peru","San Juan de Yariahuani, PE-38A, Yarihuani, Conduriri, El Collao, Puno, Perú",-16.4416539,-69.6477302,EL COLLAO,CONDURIRI,SI,SI,OK,
2191605,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LOS SECTORES IZCUCHACA Y PAMPA CHUA CHUA DEL CENTRO POBLADO CHUA CHUA, DISTRITO ZEPITA - CHUCUITO - PUNO",CHUA CHUA,"CHUA CHUA, ZEPITA, CHUCUITO, Puno, Peru","Chua Chua, Zepita, Chucuito, Puno, Perú",-16.4576242,-69.1399299,CHUCUITO,ZEPITA,SI,SI,OK,
2183865,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS  DE LA COMUNIDAD CAMPESINA DE JACHACACHI, CENTRO  POBLADO TOTORANI, DISTRITO DE ACORA, PUNO - PUNO",JACHACACHI,"JACHACACHI, ACORA, PUNO, Puno, Peru","Jachacachi, Ácora, Puno, Perú",-16.2175584,-69.7747669,PUNO,ACORA,NO,SI,REVISAR,Distrito no coincide
2189454,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LA COMUNIDAD CAMPESINA DE TAMBILLO, DISTRITO POMATA - CHUCUITO - PUNO",TAMBILLO,"TAMBILLO, POMATA, CHUCUITO, Puno, Peru","Tambillo, Pomata, Chucuito, Puno, Perú",-16.3891858,-69.2127455,CHUCUITO,POMATA,SI,SI,OK,
2301262,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO RURAL EN LOS SECTORES DE MACHAHUYO, CENTRAL, NUEVA BELLAVISTA, BOLOGNESI Y UJANAPA PATACAMAYA DEL CENTRO POBLADO DE  SANQUIRA, DISTRITO DE YUNGUYO, PROVINCIA DE YUNGUYO - PUNO",SANQUIRA,"SANQUIRA, YUNGUYO, YUNGUYO, Puno, Peru","Sanquira, Yunguyo, Puno, Perú",-16.3239023,-69.0531051,YUNGUYO,YUNGUYO,SI,SI,OK,
2189346,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS DE LA COMUNIDAD CAMPESINA DE CUYURAYA, DISTRITO DE HUANCANÉ, HUANCANÉ - PUNO",CUYURAYA,"CUYURAYA, HUANCANE, HUANCANE, Puno, Peru","Cuyuraya, PU-116, Carlos Condorena, Huancané, Puno, Perú",-15.1384917,-69.7735417,HUANCANE,HUANCANE,NO,NO,REVISAR,Distrito no coincide | Provincia no coincide
